DATE,CLOSESPX,OPENSPX,HIGHSPX,LOWSPX,CLOSEVIX,OPENVIX,HIGHVIX,LOWVIX,CLOSETLT,OPENTLT,HIGHTLT,LOWTLT,VOLTLT,CLOSENASDAQ,OPENNASDAQ,HIGHNASDAQ,LOWNASDAQ,OPENXOI,CLOSEXOI,HIGHXOI,LOWXOI,PRICE,DIX,GEX,VOLUME,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
20141013,1874.74,1905.65,1912.09,1874.14,24.64,21.16,24.64,20.52,120.78,120.16,121.17,120.05,1526100.0,3807.99,3866.89,3893.65,3807.89,1437.94,1402.93,1453.74,1402.58,1874.73999,0.4017377439715182,54273750.21,4352580000,New York City,18.0,11.6,15.3,18.0,11.6,15.3,10.2,72.5,0.987,100,20.83,rain,0.0,0.0,25.9,13.0,152.2,1026.0,84.7,14.0,132.3,11.4,5,,20141013T07:04:57,20141013T18:18:53,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141014,1877.7,1877.11,1898.71,1871.79,22.79,23.77,24.55,21.48,121.57,121.31,121.77,120.68,2045000.0,3810.45,3837.22,3860.04,3801.16,1409.66,1384.71,1417.92,1380.48,1877.699951,0.3968977644132058,37270045.81,4812010000,New York City,23.9,17.2,20.5,23.9,17.2,20.5,16.7,79.6,0.252,100,8.33,rain,0.0,0.0,46.7,25.3,164.6,1022.1,75.9,14.7,189.8,16.3,7,,20141014T07:06:02,20141014T18:17:20,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20141015,1862.49,1874.18,1874.18,1820.66,26.25,26.36,31.06,24.64,122.53,124.52,127.65,121.84,10398500.0,3785.97,3738.72,3801.42,3700.22,1366.81,1376.5,1380.75,1335.64,1862.48999,0.3649208978857221,354603773.79,6090800000,New York City,24.5,20.8,22.1,24.5,20.8,22.1,18.6,81.0,10.409,100,25.0,rain,0.0,0.0,51.8,28.8,156.2,1015.6,96.8,14.1,170.9,14.8,6,,20141015T07:07:07,20141015T18:15:49,0.75,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141016,1862.76,1855.95,1876.01,1835.02,25.2,29.26,29.41,24.61,121.75,124.13,124.13,121.44,3975200.0,3765.28,3706.7,3795.08,3704.82,1355.46,1397.67,1409.56,1345.62,1862.76001,0.3971240482332948,486465586.515,5073150000,New York City,21.6,17.8,20.1,21.6,17.8,20.1,16.3,79.5,23.018,100,58.33,rain,0.0,0.0,44.3,18.4,183.0,1006.8,74.0,11.6,135.7,11.6,6,,20141016T07:08:12,20141016T18:14:18,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20141017,1886.76,1864.91,1898.16,1864.91,21.99,21.68,23.08,20.23,121.07,121.17,121.71,120.49,1410200.0,3815.47,3815.72,3848.98,3791.16,1418.09,1412.34,1436.91,1402.11,1886.76001,0.3992037079749041,80633520.035,4482120000,New York City,21.9,15.6,18.3,21.9,15.6,18.3,10.8,63.1,0.0,0,0.0,,0.0,0.0,37.1,23.1,235.1,1005.5,40.5,15.7,185.8,16.1,7,,20141017T07:09:17,20141017T18:12:47,0.8,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141020,1904.01,1885.62,1905.03,1882.3,18.57,22.11,22.16,18.51,121.51,121.77,121.83,120.95,1410800.0,3870.08,3813.6,3872.36,3804.97,1406.95,1421.56,1421.84,1402.54,1904.01001,0.4079318291482628,1023404620.275,3331210000,New York City,15.3,5.8,10.5,15.3,3.9,9.8,0.5,50.5,0.0,0,0.0,,0.0,0.0,29.5,13.9,237.3,1017.5,32.4,15.8,137.1,11.9,5,,20141020T07:12:36,20141020T18:08:22,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KEWR,72502014734,74486094789,KLGA,KNYC,72503014732"
20141021,1941.28,1909.38,1942.45,1909.38,16.08,17.72,17.75,16.03,120.54,120.84,121.22,120.53,1504400.0,3971.39,3916.65,3971.39,3908.83,1437.07,1460.7,1463.98,1437.07,1941.280029,0.3853464040875045,2103526247.525,3987090000,New York City,18.6,12.8,15.5,18.6,12.8,15.5,8.9,65.2,1.724,100,4.17,rain,0.0,0.0,31.3,14.9,84.0,1012.0,64.0,15.7,137.8,11.9,6,,20141021T07:13:42,20141021T18:06:56,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141022,1927.11,1941.29,1949.31,1926.83,17.87,16.06,18.43,15.56,120.67,120.47,120.85,120.22,1723000.0,3949.59,3980.49,3988.4,3947.98,1460.71,1435.92,1472.23,1435.59,1927.109985,0.4089545578710978,1787900919.68,3761930000,New York City,14.2,10.3,12.6,14.2,10.3,12.6,10.4,86.3,32.418,100,62.5,rain,0.0,0.0,52.3,31.9,23.4,1011.2,97.9,12.1,35.3,3.0,1,,20141022T07:14:50,20141022T18:05:30,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141023,1950.82,1931.02,1961.95,1931.02,16.53,16.07,17.06,15.68,119.6,120.07,120.17,119.07,2205100.0,4012.27,3989.86,4032.22,3984.15,1453.14,1458.02,1469.72,1447.28,1950.819946,0.4084361321542421,2594442772.79,3789250000,New York City,11.9,10.3,11.1,11.9,10.3,11.1,8.2,82.0,17.126,100,66.67,rain,0.0,0.0,51.0,27.0,353.0,1006.5,99.1,13.8,24.6,2.0,1,,20141023T07:15:57,20141023T18:04:06,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20141024,1964.58,1951.59,1965.27,1946.27,16.11,16.43,18.06,16.09,119.72,119.93,120.4,119.47,953600.0,4042.01,4019.84,4045.19,4003.43,1456.18,1454.7,1458.33,1438.37,1964.579956,0.4015235059873955,2327989816.22,3078380000,New York City,17.3,10.7,13.2,17.3,10.7,13.2,6.3,63.7,0.0,0,0.0,,0.0,0.0,49.1,28.5,321.7,1008.8,76.2,16.0,153.8,13.4,6,,20141024T07:17:05,20141024T18:02:42,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141027,1961.63,1962.97,1964.64,1951.37,16.04,17.24,17.87,16.0,119.94,119.89,120.26,119.66,860300.0,4046.01,4031.88,4052.5,4019.23,1434.52,1427.28,1434.52,1412.72,1961.630005,0.4058963007155398,2385726728.73,3538860000,New York City,17.3,9.5,13.6,17.3,8.0,13.5,2.2,46.7,0.0,0,0.0,,0.0,0.0,40.7,23.7,277.1,1014.4,20.5,16.0,174.6,15.1,6,,20141027T07:20:30,20141027T17:58:39,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141028,1985.05,1964.14,1985.05,1964.14,14.39,15.69,15.78,14.39,119.19,119.48,119.65,119.09,1109300.0,4106.63,4063.06,4107.19,4062.21,1439.18,1461.88,1463.32,1429.89,1985.050049,0.3929427361773067,3179195992.0,3653260000,New York City,21.7,11.7,16.1,21.7,11.7,16.1,8.1,59.6,0.0,0,0.0,,0.0,0.0,,13.3,220.4,1015.5,28.4,16.0,130.4,11.2,5,,20141028T07:21:39,20141028T17:57:21,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141029,1982.3,1983.29,1991.4,1969.04,15.15,14.61,16.28,14.19,119.46,118.96,119.82,118.44,1870700.0,4090.56,4091.62,4104.06,4062.49,1478.95,1462.52,1489.16,1449.03,1982.300049,0.3836341469641981,3074663576.685,3740350000,New York City,21.9,11.7,17.1,21.9,11.7,17.1,10.9,68.2,0.08,100,4.17,rain,0.0,0.0,46.4,28.4,275.3,1012.0,53.0,15.3,81.7,7.1,3,,20141029T07:22:48,20141029T17:56:04,0.21,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141030,1994.65,1979.49,1999.4,1974.75,14.52,15.31,15.75,14.07,119.56,120.32,120.45,119.51,1194600.0,4100.64,4074.26,4109.06,4064.45,1458.77,1461.96,1468.81,1446.23,1994.650024,0.3871464328713416,3376682924.14,3586150000,New York City,14.3,8.9,11.2,14.3,7.6,11.0,4.1,63.3,0.0,0,0.0,,0.0,0.0,66.6,16.7,316.1,1015.1,22.5,15.7,156.6,13.5,6,,20141030T07:23:58,20141030T17:54:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141031,2018.05,2001.2,2018.19,2001.2,14.03,13.84,14.83,13.72,119.25,119.34,119.7,118.84,1318000.0,4158.21,4168.5,4170.87,4143.2,1463.54,1485.08,1485.28,1450.6,2018.050049,0.3638082068233371,3577160779.219,4292290000,New York City,12.8,6.8,9.9,12.8,4.5,9.1,2.5,60.5,0.185,100,4.17,rain,0.0,0.0,47.9,21.5,38.8,1014.5,79.9,16.0,74.6,6.4,4,,20141031T07:25:08,20141031T17:53:33,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141103,2017.81,2018.21,2024.46,2013.68,14.73,14.41,14.99,14.23,118.96,118.84,119.15,118.21,2074600.0,4169.28,4160.6,4179.36,4156.79,1484.03,1454.65,1488.34,1451.3,2017.810059,0.3896037327550575,3630139426.64,3555440000,New York City,16.2,4.3,10.0,16.2,0.6,8.6,-5.0,37.3,0.0,0,0.0,,0.0,0.0,51.3,24.9,272.7,1019.3,33.8,16.0,157.1,13.5,6,,20141103T06:28:38,20141103T16:49:57,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141104,2012.1,2015.81,2015.98,2001.01,14.89,15.05,15.93,14.83,119.33,119.42,119.9,119.08,713200.0,4156.23,4154.88,4165.05,4126.72,1439.48,1430.35,1441.42,1419.4,2012.099976,0.3790082061334517,3270944515.67,3956260000,New York City,20.3,12.1,15.9,20.3,12.1,15.9,-3.2,27.3,0.0,0,0.0,,0.0,0.0,33.5,21.3,230.2,1019.5,53.3,16.0,140.5,12.1,6,,20141104T06:29:49,20141104T16:48:48,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141105,2023.57,2015.29,2023.77,2014.42,14.17,14.15,14.99,14.15,119.16,118.91,119.36,118.82,955100.0,4153.27,4179.23,4179.93,4140.21,1442.92,1448.99,1454.84,1430.74,2023.569946,0.3947247027435763,3469322234.425,3766590000,New York City,17.9,13.4,15.2,17.9,13.4,15.2,2.5,43.1,0.0,0,0.0,,0.0,0.0,41.1,16.2,248.1,1018.6,37.3,16.0,72.1,6.3,4,,20141105T06:31:00,20141105T16:47:41,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141106,2031.21,2023.33,2031.61,2015.86,13.67,14.46,15.08,13.67,118.39,118.6,118.91,118.31,1267600.0,4164.08,4147.31,4165.77,4133.98,1445.99,1460.68,1460.68,1436.73,2031.209961,0.378502836469245,3632879929.8,3669770000,New York City,13.7,9.1,10.4,13.7,7.7,10.0,7.2,82.0,9.604,100,62.5,rain,0.0,0.0,37.1,13.2,336.3,1011.3,98.9,8.6,33.2,2.9,1,,20141106T06:32:11,20141106T16:46:35,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141107,2031.92,2032.36,2034.26,2025.07,13.12,13.71,14.16,13.01,119.75,118.73,119.75,118.68,1547400.0,4160.51,4170.46,4171.13,4139.46,1460.69,1473.69,1480.48,1460.69,2031.920044,0.3845288385878624,3537819511.47,3704280000,New York City,11.1,4.3,8.5,11.1,1.0,6.3,1.6,62.6,0.0,0,0.0,,0.0,0.0,47.7,35.8,301.4,1005.5,64.9,15.6,115.6,10.1,5,,20141107T06:33:22,20141107T16:45:31,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141110,2038.26,2032.01,2038.7,2030.17,12.67,13.16,13.25,12.38,118.65,119.58,119.58,118.57,947300.0,4175.94,4162.59,4179.98,4151.48,1483.33,1462.18,1489.45,1458.86,2038.26001,0.3826576985898824,3861660865.385,3284940000,New York City,15.9,6.6,11.0,15.9,6.6,11.0,1.4,53.1,0.0,0,0.0,,0.0,0.0,,11.1,191.9,1020.2,15.2,16.0,143.1,12.4,6,,20141110T06:36:55,20141110T16:42:28,0.62,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141111,2039.68,2038.2,2041.28,2035.28,12.92,12.71,13.18,12.6,118.73,118.48,118.81,118.34,477700.0,4187.16,4173.61,4187.31,4165.25,1459.31,1464.01,1468.0,1448.82,2039.680054,0.377887542421554,4081977022.745,2958320000,New York City,17.6,9.2,13.7,17.6,8.6,13.6,9.9,78.5,0.0,0,0.0,,0.0,0.0,29.5,16.1,132.9,1017.4,61.1,13.7,122.9,10.5,5,,20141111T06:38:06,20141111T16:41:31,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141112,2038.25,2037.75,2040.33,2031.95,13.02,13.76,13.76,12.99,118.63,119.2,119.53,118.45,801300.0,4195.4,4174.47,4199.19,4173.02,1456.95,1450.28,1467.44,1448.21,2038.25,0.3914690759063123,4305512921.06,3246650000,New York City,18.1,8.9,14.3,18.1,7.4,14.2,9.9,76.3,0.0,0,0.0,,0.0,0.0,33.5,28.5,332.3,1013.4,66.9,9.8,115.9,10.0,5,,20141112T06:39:17,20141112T16:40:35,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141113,2039.33,2039.21,2046.18,2030.44,13.79,13.33,14.31,12.87,118.91,118.7,119.17,118.44,818800.0,4213.48,4202.77,4228.68,4194.33,1443.26,1424.08,1443.26,1410.4,2039.329956,0.4019963665002147,4445050753.515,3455270000,New York City,8.9,2.8,6.0,8.7,-0.2,4.5,-1.3,60.8,4.228,100,25.0,rain,0.0,0.0,33.5,13.2,328.2,1017.9,57.6,14.7,108.2,9.6,5,,20141113T06:40:28,20141113T16:39:41,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141114,2039.82,2039.74,2042.22,2035.2,13.31,13.79,14.15,13.31,119.49,118.84,119.59,118.69,910000.0,4224.98,4214.97,4225.18,4198.59,1425.69,1438.33,1439.53,1422.1,2039.819946,0.3925036896935471,4173138281.605,3227130000,New York City,5.9,2.2,3.5,2.6,-3.4,-0.2,-5.1,56.6,1.993,100,16.67,rain,0.0,0.0,44.2,28.2,309.2,1017.4,45.3,15.2,131.8,11.3,6,,20141114T06:41:39,20141114T16:38:49,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141117,2041.32,2038.29,2043.07,2034.46,13.99,14.7,14.73,13.84,119.19,119.78,119.78,118.88,910700.0,4213.79,4215.29,4225.48,4194.18,1434.64,1427.1,1435.22,1421.97,2041.319946,0.3845947448587439,4234074307.475,3152890000,New York City,10.6,4.1,6.8,10.6,2.3,5.8,4.9,87.6,39.481,100,83.33,rain,0.0,0.0,53.6,19.2,334.5,1007.4,99.4,7.5,48.0,4.1,2,,20141117T06:45:11,20141117T16:36:25,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141118,2051.8,2041.48,2056.08,2041.48,13.86,13.86,13.99,13.13,119.52,119.32,119.58,119.18,773600.0,4242.19,4215.18,4248.19,4214.32,1429.17,1435.15,1441.53,1422.93,2051.800049,0.388906426556507,4431298840.585,3416190000,New York City,7.2,-4.1,-0.1,4.1,-11.1,-5.8,-12.2,40.8,0.0,0,0.0,,0.0,0.0,52.9,32.8,276.4,1010.8,18.1,16.0,139.5,12.0,6,,20141118T06:46:21,20141118T16:35:40,0.88,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141119,2048.72,2051.16,2052.14,2040.37,13.96,14.01,14.78,13.83,118.76,118.88,119.58,118.76,1091200.0,4222.66,4233.7,4235.84,4204.16,1439.26,1441.07,1445.59,1425.0,2048.719971,0.4082567923035105,4418990249.625,3390850000,New York City,0.8,-5.9,-2.4,-2.6,-12.2,-7.5,-14.4,39.7,0.0,0,0.0,,0.0,0.0,48.6,24.1,253.3,1021.8,19.3,16.0,136.9,11.9,5,,20141119T06:47:31,20141119T16:34:58,0.91,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141120,2052.75,2045.87,2053.84,2040.49,13.58,14.66,15.74,13.58,119.38,119.91,119.95,119.07,1336200.0,4242.09,4204.54,4245.17,4202.36,1441.49,1459.63,1460.44,1441.18,2052.75,0.3941003597314577,4805242276.64,3128290000,New York City,7.4,0.7,3.7,4.1,-3.6,0.3,-8.7,40.4,0.0,0,0.0,,0.0,0.0,47.6,24.6,257.6,1013.9,52.2,16.0,119.3,10.4,5,,20141120T06:48:40,20141120T16:34:18,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141121,2063.5,2057.46,2071.46,2056.75,12.9,13.16,13.8,12.9,120.1,119.53,120.16,119.52,861400.0,4251.32,4284.41,4285.27,4237.38,1481.06,1485.83,1497.2,1477.06,2063.5,0.3979112094446233,5900554345.135,3916420000,New York City,2.2,-2.4,-0.3,-1.0,-8.2,-4.9,-12.9,38.4,0.0,0,0.0,,0.0,0.0,44.3,25.2,299.7,1025.3,8.3,16.0,112.5,9.7,5,,20141121T06:49:49,20141121T16:33:39,0.97,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141124,2069.41,2065.07,2070.17,2065.07,12.62,12.92,13.02,12.43,120.2,119.67,120.27,119.55,932900.0,4284.32,4262.09,4285.0,4258.41,1484.09,1475.1,1487.59,1469.72,2069.409912,0.3681716448001108,3604797467.875,3128060000,New York City,20.3,11.2,16.9,20.3,11.2,16.9,13.1,79.1,15.959,100,37.5,rain,0.0,0.0,66.1,42.3,179.4,1006.0,62.6,12.8,87.3,7.5,4,,20141124T06:53:13,20141124T16:31:57,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141125,2067.03,2070.15,2074.21,2064.75,12.25,12.55,13.02,12.23,121.2,120.37,121.26,120.31,1352900.0,4288.23,4290.68,4302.44,4279.9,1474.38,1450.54,1476.2,1448.88,2067.030029,0.3885188559700048,3617751181.535,3392940000,New York City,19.1,10.6,14.1,19.1,10.6,14.1,2.2,46.0,0.0,0,0.0,,0.0,0.0,40.3,18.2,265.7,1014.2,42.1,16.0,32.6,2.7,1,,20141125T06:54:20,20141125T16:31:27,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141126,2072.83,2067.36,2073.29,2066.62,12.07,12.27,12.4,11.91,121.53,121.64,121.86,121.47,967000.0,4317.99,4291.87,4319.41,4289.51,1450.22,1440.79,1451.54,1438.55,2072.830078,0.4037098150595118,3868883158.115,2745260000,New York City,10.5,1.0,4.5,10.5,-3.7,1.0,-0.4,74.5,30.07,100,70.83,"rain,snow",0.2,0.0,50.0,28.0,8.2,1015.8,92.0,9.2,18.4,1.6,1,,20141126T06:55:26,20141126T16:31:00,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141128,2067.56,2074.78,2075.76,2065.06,13.33,12.64,13.49,12.36,122.49,122.13,122.67,122.13,828800.0,4337.78,4330.96,4347.09,4326.2,1373.51,1335.89,1373.51,1332.22,2067.560059,0.3682550780463892,3355572301.99,2504640000,New York City,2.2,-1.9,0.2,-1.2,-5.8,-3.8,-7.8,55.9,0.0,0,0.0,,0.0,0.0,47.1,25.2,305.1,1021.4,23.9,16.0,92.1,8.1,4,,20141128T06:57:36,20141128T16:30:11,0.22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141201,2053.44,2065.78,2065.78,2049.57,14.29,14.16,14.75,13.94,121.5,122.7,122.81,121.46,1683300.0,4287.82,4323.95,4332.55,4274.68,1330.74,1348.55,1350.22,1322.71,2053.439941,0.3753799960022387,2757277218.4,4159010000,New York City,17.9,5.9,11.8,17.9,2.6,11.0,4.5,61.8,2.105,100,20.83,rain,0.0,0.0,44.2,19.4,284.0,1021.7,84.0,15.6,57.6,4.9,3,,20141201T07:00:45,20141201T16:29:15,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141202,2066.55,2053.77,2068.77,2053.77,12.85,14.1,14.17,12.85,120.32,120.84,120.85,120.29,1235300.0,4305.96,4291.33,4312.91,4283.89,1346.04,1374.15,1384.94,1345.24,2066.550049,0.3928039737045792,3159351785.625,3686650000,New York City,5.9,1.7,3.9,3.2,-3.1,0.1,-2.2,65.9,1.776,100,20.83,rain,0.0,0.0,40.7,22.6,50.5,1033.3,85.6,13.6,21.6,1.9,1,,20141202T07:01:46,20141202T16:29:00,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141203,2074.33,2067.45,2076.28,2066.65,12.47,12.75,12.88,12.21,120.79,120.3,120.79,120.14,1092500.0,4312.94,4312.17,4319.02,4287.04,1378.18,1388.49,1397.63,1371.64,2074.330078,0.4052341800796075,3319901056.665,3612680000,New York City,8.0,5.0,6.6,6.6,2.2,4.0,3.7,82.6,2.121,100,25.0,rain,0.0,0.0,43.2,24.5,265.7,1020.1,81.4,10.3,34.1,3.0,1,,20141203T07:02:45,20141203T16:28:48,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141204,2071.92,2073.64,2077.34,2062.34,12.38,12.7,13.23,12.09,121.8,120.75,121.8,120.64,745600.0,4311.93,4309.48,4327.55,4293.94,1383.67,1383.92,1387.52,1368.59,2071.919922,0.3933918527424631,3476194762.76,3408340000,New York City,7.0,2.7,4.5,4.9,-0.7,1.6,-6.0,47.2,0.0,0,0.0,,0.0,0.0,42.5,20.5,305.8,1028.2,29.0,16.0,93.3,8.0,4,,20141204T07:03:44,20141204T16:28:39,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141205,2075.37,2072.78,2079.47,2070.81,11.82,12.08,12.28,11.53,121.09,121.6,121.6,120.52,1746800.0,4311.57,4318.28,4324.42,4302.04,1378.69,1363.92,1383.07,1361.42,2075.370117,0.3766626728447417,3376386657.625,3419620000,New York City,6.7,0.7,3.9,5.0,-3.0,0.9,-1.1,70.4,9.947,100,25.0,rain,0.0,0.0,31.3,20.6,43.7,1032.8,74.1,13.3,93.8,8.1,4,,20141205T07:04:42,20141205T16:28:31,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141208,2060.31,2074.84,2075.78,2054.27,14.21,13.05,14.67,12.55,122.57,121.42,122.83,121.37,1137200.0,4278.34,4301.27,4320.08,4259.01,1363.92,1308.02,1363.92,1305.14,2060.310059,0.3892483235785531,2828689149.22,3800990000,New York City,2.0,-4.0,-1.4,-3.1,-10.2,-7.1,-9.3,57.1,0.0,0,0.0,,0.0,0.0,44.6,28.4,50.0,1035.6,70.9,16.0,46.9,4.0,2,,20141208T07:07:27,20141208T16:28:23,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141209,2059.82,2056.55,2060.6,2034.17,14.89,16.23,16.68,14.84,123.2,123.6,123.97,122.97,1380600.0,4294.66,4228.2,4297.73,4216.86,1300.4,1312.99,1322.98,1298.06,2059.820068,0.376547082368565,2945130437.765,3970150000,New York City,5.8,2.6,4.3,2.5,-2.8,-0.1,2.0,85.1,60.415,100,62.5,rain,0.0,0.0,54.5,32.9,25.8,1013.1,99.9,10.9,25.7,2.3,1,,20141209T07:08:19,20141209T16:28:25,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20141210,2026.14,2058.86,2058.86,2024.26,18.53,15.56,18.92,15.4,124.1,123.18,124.4,123.08,1639300.0,4224.87,4284.5,4297.0,4218.86,1298.57,1269.7,1298.57,1260.65,2026.140015,0.4141843276780092,1721424125.89,4114440000,New York City,4.7,0.2,2.6,3.1,-5.1,-1.7,-0.4,80.5,1.832,100,45.83,"rain,snow",0.3,0.1,44.6,27.0,303.7,1003.0,99.4,10.7,42.9,3.6,2,,20141210T07:09:10,20141210T16:28:29,0.63,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20141211,2035.33,2027.92,2055.53,2027.92,20.08,17.68,20.13,15.94,124.61,123.74,124.61,123.29,1565200.0,4246.48,4241.69,4296.81,4238.29,1269.19,1266.06,1293.31,1263.97,2035.329956,0.3709834919948387,1973090996.935,3917950000,New York City,3.0,-0.3,1.3,-0.8,-6.1,-3.1,-5.1,63.1,0.232,100,4.17,"rain,snow",0.2,0.4,48.4,25.2,268.7,1006.8,92.6,15.0,52.5,4.5,2,,20141211T07:09:59,20141211T16:28:35,0.67,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
